Stockpile Title	Stockpile Name	Structure Type	Quantity	Name	Crated?	Per Crate	Total	Description	CodeName
TheManacle		Seaport	5	Barbed Wire	TRUE	5	25	Used to construct Barbed Wire defenses.	BarbedWireMaterials
TheManacle		Seaport	5	Malone MK.2	TRUE	5	25	This heavy machine gun is bulky enough to require a steady surface to maintain stability. The Malone series of machine guns are unmatched defenders on the battlefield.	MGW
TheManacle		Seaport	4	Cascadier 873	TRUE	40	160	This unique sidearm fires in three-round bursts. The Cascadier may not have the stopping power of its cousins, but it more than makes up for it with its lightweight frame, concealability and fire rate.	PistolLightW
TheManacle		Seaport	4	Mortar Shell	TRUE	15	60	An explosive payload used with mortar tubes.	MortarAmmo
TheManacle		Seaport	4	Sandbag	TRUE	5	20	Used to construct Sandbag defenses.	SandbagMaterials
TheManacle		Seaport	4	Listening Kit	TRUE	5	20	A device used to intercept enemy radio broadcasts transmitted from nearby sources.	ListeningKit
TheManacle		Seaport	4	Wrench	TRUE	5	20	A multipurpose tool. Can be used to dismantle mines/barbed wire and unlock vehicles.	WorkWrench
TheManacle		Seaport	3	Sledge Hammer	TRUE	10	30	A tool used to salvage components from remains of old vehicles and equipment.	SledgeHammer
TheManacle		Seaport	3	No.4 The Pillory Scattergun	TRUE	15	45	A hunting shotgun with a sawn-off barrel for higher stopping power and mobility at the expense of accuracy. This traditional civilian firearm can fire two shots in rapid succession before needing to be reloaded. It became a favourite sidearm among Caoivish Watchers and has since earned quite an ominous reputation as a result.	ShotgunW
TheManacle		Seaport	3	Diesel	TRUE	1	3	Common fuel used to power all vehicles and resource mines.	Diesel
TheManacle		Seaport	3	Willow's Bane Ammo	TRUE	10	30	Ammo for Willow’s Bane Model 845	FlameBackpackW
TheManacle		Seaport	2	Officer’s Regalia	TRUE	3	6	A formal uniform that denotes a regiment’s leading officer. While impractical, the officer on duty may use their authority to discipline subordinates without reparation. Officers hold an important role in the Warden military, dating back to ancient times when Caoiva was ruled by a dozen kings.	OfficerUniformW
TheManacle		Seaport	2	Cometa T2-9	TRUE	30	60	The Cometa T2-9 boasts remarkable stopping power for a sidearm. This Estrellan mainstay has lived through several generations due to its fine craftsmanship and design.	Revolver
TheManacle		Seaport	2	Shovel	TRUE	10	20	A tool for digging Trenches and other entrenched structures.	Shovel
TheManacle		Seaport	2	PT-815 Smoke Grenade	TRUE	10	20	A standard smoke grenade designed for concealing allied movement or screening the enemy’s vision.	SmokeGrenade
TheManacle		Seaport	1	Specialist’s Overcoat	TRUE	15	15	Warden specialists require a uniform designed to optimize their capacity to haul a variety of heavy ammunition.	AmmoUniformW
TheManacle		Seaport	1	No.2B Hawthorne	TRUE	15	15	Initially a field-modified Loughcaster, the Hawthorne sports a sawed-off barrel and a much lower profile than its ancestor. While sacrificing accuracy, its lightweight frame opens up the Hawthorne to a much higher degree of flexibility in battle and can be carried alongside a heavier primary firearm.	RifleShortW
TheManacle		Seaport	1	Willow’s Bane Model 845	TRUE	10	10	Named for the unfortunate trees harmed in the development of this highly destructive weapon, the Willow’s Bane utilizes flammable chemicals and fires them into a concentrated stream through an open flame. This liquid flame ignites Colonial emplacements and garrisons to route infantry while reducing their defenses to a pile of ash.	FlameTorchW
TheManacle		Seaport	1	BF5 White Ash Flask Grenade	TRUE	10	10	An explosive flask used for melting enemy armour. This carefully designed liquid bomb explodes into a dazzling flash of molten debris upon impact.	ATGrenadeW
TheManacle		Seaport	1	Tremola Grenade GPb-1	TRUE	20	20	An explosive Estrellan grenade specially designed for use with handheld grenade launchers. This modern grenade boasts a larger payload and is deadly to lingering infantry and structural supports.	HELaunchedGrenade
TheManacle		Seaport	1	Radio Backpack	TRUE	5	5	Automatically gathers map intel periodically when equipped.	RadioBackpack
TheManacle		Seaport	67	BMS - Packmule Flatbed	FALSE		67	A heavy duty shipping transport truck designed by Bassett Motor Society. It’s built for hauling the heaviest of equipment over long distances with ease.	FlatbedTruck
TheManacle		Seaport	8	O’Brien V.101 Freeman	FALSE		8	This early O’Brien variant, the V.101 Freeman is fitted with a 360 degree ballistics cannon turret at the expense of top speed.	ArmoredCar2LargeW
TheManacle		Seaport	4	BMS - Ironship	FALSE		4	The Bassett Motor Society’s Ironship-class shipping vessel is used to freight shippable goods and heavy vehicles.	Freighter
TheManacle		Seaport	2	Dunne Transport	FALSE		2	A heavy-duty Warden truck used to mobilize troops and supplies.	TruckW
TheManacle		Seaport	2	Balfour Wolfhound 40mm	FALSE		2	This destructive short-ranged cannon is designed for direct engagement with enemy fortifications. The Wolfhound is fitted with reinforced shielding and a 40mm barrel.	FieldCannonW
TheManacle		Seaport	1	O’Brien v.200 Squire	FALSE		1	The second full iteration of Conor O’Brien’s storied Armoured Car designs, the Squire serves as a reinforced rocket platform. The squire—designed to play a support role for larger assault operations with its rocket battery platform—is easy to reposition and provides operators and nearby infantry with more protection than might be afforded by a standard utility vehicle.	ArmoredCar2MultiW
TheManacle		Seaport	1	O’Brien V.110	FALSE		1	Warden Armoured Cars are quick, well-rounded urban assault platforms. These anti-infantry vehicles are equipped with twin-barrelled machineguns.	ArmoredCarW
TheManacle		Seaport	1	BMS - Aquatipper	FALSE		1	A large shipping vessel, the Aquatipper is used to transport vehicles, equipment, and personnel over large bodies of water.	Barge
TheManacle		Seaport	1	Drummond Spitfire 100d	FALSE		1	This LMG-mounted Light Utility Vehicle provides a heavy-duty weapons platform with superior speed. Perfectly suited for supporting flanking infantry or an armoured assault.	ScoutVehicleOffensiveW
TheManacle		Seaport	94	Shipping Container	FALSE		94	A container for shipping very large quantities of Crates using Crane loaded vehicles. This type of container can only be unloaded at Storage Depots and Seaports.	ShippingContainer
TheManacle		Seaport	2	Leary Snare Trap 127	FALSE		2	The Snare Trap is a repurposed anti-aircraft flak cannon used to fortify emplaced positions with twin anti-infantry machine guns.	EmplacedInfantryW
